Year,Month,Min_Temp,Max_Temp,Affect_days,RainFall_mm,Sun_Hours,Estimated_data_ind,SunshineData_Source,Provisional_Ind,Location,Latitude,Longitude
1941,1,0,0,0,74.7,0,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1941,2,0,0,0,69.1,0,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1941,3,0,0,0,76.2,0,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1941,4,0,0,0,33.7,0,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1941,5,0,0,0,51.3,0,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1941,6,0,0,0,25.7,0,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1941,7,0,0,0,53.9,0,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1941,8,0,0,0,91.8,0,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1941,9,0,0,0,25.5,0,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1941,10,0,0,0,106.2,0,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1941,11,0,0,0,92.3,0,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1941,12,0,0,0,86.5,0,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1942,1,5.8,2.1,0,114,58,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1942,2,4.2,-0.6,0,13.8,80.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1942,3,9.7,3.7,0,58,117.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1942,4,13.1,5.3,0,42.5,200.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1942,5,14,6.9,0,101.1,215.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1942,6,16.2,9.9,0,2.3,269.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1942,7,17.4,11.3,0,70.2,185,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1942,8,18.7,12.3,0,78.5,141.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1942,9,16.4,10.7,0,146.8,129.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1942,10,13.1,8.2,0,131.1,82.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1942,11,9.2,4.6,0,19.8,62.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1942,12,9.6,6.2,0,183.9,31.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1943,1,8.2,3.5,0,176.7,41.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1943,2,8.9,4.6,0,65.4,68.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1943,3,10.2,4.1,0,21,156.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1943,4,13,6.8,0,39.4,178.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1943,5,14.1,7.4,0,83.5,233.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1943,6,15.9,9.8,0,58.7,223.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1943,7,18.6,11.7,0,57.3,240.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1943,8,18.1,12,0,86.5,148,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1943,9,15.8,10,0,127.1,110.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1943,10,13.6,8.3,0,120.3,93.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1943,11,9.7,5.9,0,93,47.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1943,12,6.9,2.7,0,63.6,75.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1944,1,9.2,5.8,0,87.9,23.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1944,2,6.5,3.1,0,34,72.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1944,3,8.6,3.1,0,17,153.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1944,4,12.7,6.6,0,44.9,157.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1944,5,13.8,7,0,37.2,242.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1944,6,15.4,9.9,0,53.2,182.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1944,7,18.2,12.6,0,54.5,112.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1944,8,19.7,12.8,0,100.2,220.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1944,9,15.7,10.3,0,80.7,132.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1944,10,12.1,7.8,0,131.9,91,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1944,11,9.5,5.8,0,156.2,28.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1944,12,7.7,4.3,0,71.9,58.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1945,1,4.5,1.3,0,58.8,58.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1945,2,9.6,5.1,0,110.7,80.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1945,3,10.4,5.2,0,34.3,124.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1945,4,13.3,6.6,0,55.1,205.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1945,5,14.3,8.3,0,82.8,166.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1945,6,16.5,10.2,0,68.5,193.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1945,7,17.4,12.2,0,130.6,130,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1945,8,18.1,11.9,0,41.9,164.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1945,9,17.1,11.3,0,61.2,101,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1945,10,15.2,9.1,0,66.9,117.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1945,11,10.7,5.6,0,34.7,78.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1945,12,8.9,5.1,0,116.2,36.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1946,1,6.9,2.2,0,138,67.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1946,2,8.2,4.9,0,78.6,53,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1946,3,8.7,2.6,0,28.9,146.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1946,4,12.8,6.3,0,30.9,192.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1946,5,14.1,6.7,0,59.3,236.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1946,6,14.6,8.8,0,79.4,197.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1946,7,17.1,11.2,0,62.6,186.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1946,8,16.3,11,0,121.6,159.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1946,9,16.3,11.3,0,103.1,105.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1946,10,0,8.2,0,40.9,106.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1946,11,0,7.6,0,152.3,47.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1946,12,7.2,3.1,0,106.6,56.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1947,1,5.8,1.4,0,122.9,78,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1947,2,0,-2.7,0,53.9,50,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1947,3,0,2.2,0,191.1,80.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1947,4,0,5.1,0,85.6,162.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1947,5,13.9,8,0,99.1,201.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1947,6,17,10.4,0,67.4,161.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1947,7,17.4,11.7,0,52.8,158.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1947,8,21.4,13.2,0,20.2,278.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1947,9,17.5,11.4,0,69.5,130.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1947,10,14.2,8,0,29.9,136.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1947,11,10.1,6.5,0,100.1,54.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1947,12,7.7,4.9,0,92.9,29.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1948,1,8.2,4.6,0,167.5,48.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1948,2,7.4,2.9,0,56.8,89.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1948,3,13.5,5.8,0,51.9,188.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1948,4,11.4,4.8,0,36.4,213.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1948,5,14.2,6.7,0,44.7,297.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1948,6,14.7,9.8,0,59.4,145,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1948,7,16.9,11.6,0,103.1,144.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1948,8,17,11.8,0,102.4,146.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1948,9,15.7,11.1,0,77.9,111.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1948,10,13.3,8.5,0,87.4,93.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1948,11,11.5,6.9,0,95.6,78.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1948,12,8.5,4.2,0,175.9,87.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1949,1,8.6,5,0,44,60,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1949,2,8.7,4.4,0,36.6,105,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1949,3,8.7,3.3,0,44.4,158.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1949,4,0,6.7,0,74.8,161.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1949,5,13.4,6.6,0,67.9,247.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1949,6,17.4,11.3,0,24.6,286.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1949,7,19.9,12.5,0,45,267.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1949,8,19,12.8,0,59.1,202.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1949,9,19.5,12.5,0,28.3,188.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1949,10,15.2,9.9,0,181.1,83.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1949,11,10.2,6.1,0,147.6,63.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1949,12,8.7,5.4,0,115.3,40.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1950,1,7.3,3.2,0,29.9,66.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1950,2,8.3,3.9,0,176.7,50.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1950,3,10.8,4.8,0,57.5,147.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1950,4,10.3,5.3,0,84.9,137.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1950,5,14.7,7.6,0,60.5,243,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1950,6,17.9,11.2,0,40.3,249.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1950,7,17.9,12,0,63.4,190.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1950,8,17.4,11.5,0,158.2,165.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1950,9,15.3,10.7,0,208.8,100.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1950,10,12.9,8,0,91.9,108.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1950,11,9.1,4.8,0,170.3,69.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1950,12,4.7,1.7,0,119.5,33.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1951,1,6.7,3.2,0,89.3,49.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1951,2,6.4,2,0,92.9,92.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1951,3,6.9,2.2,0,112.6,87.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1951,4,9.6,3.7,0,77.1,196.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1951,5,12.5,6.3,0,65.7,188.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1951,6,16.3,9.4,0,27.1,246.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1951,7,18.3,11.8,0,78,227.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1951,8,16.9,11.3,0,136.5,154,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1951,9,16.4,11.8,0,112.1,78.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1951,10,13.6,8.1,0,35.3,132.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1951,11,11,7.2,0,168.8,59.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1951,12,8.7,5.4,0,141.6,51.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1952,1,6.2,2.8,0,122.6,63.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1952,2,6.9,2.2,0,36.3,89.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1952,3,9.4,4.7,0,49.1,112.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1952,4,12.3,5.6,0,80.6,146.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1952,5,15.2,8.9,0,112.7,203.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1952,6,15.8,9.9,0,87,202.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1952,7,18.6,12.4,0,49.1,170.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1952,8,17.9,12.1,0,121.5,176.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1952,9,14.2,8.8,0,113.1,147.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1952,10,12.5,8,0,115.7,116.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1952,11,7.8,4.3,0,93,64.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1952,12,6.9,3.1,0,96.1,56.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1953,1,6.8,2.9,0,43.1,56.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1953,2,7.4,2.8,0,46.6,55.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1953,3,9.8,2.4,0,60,165.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1953,4,10.2,4,0,66.8,213.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1953,5,15.2,8.6,0,55.1,228.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1953,6,15.7,9.6,0,58.7,221.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1953,7,17.2,11.7,0,60.5,217.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1953,8,18.3,12.2,0,83.5,201.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1953,9,16.2,11.2,0,110.3,148.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1953,10,13.6,7.8,0,82,126.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1953,11,11.2,7.4,0,126.5,63.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1953,12,10.1,7,0,42.6,48.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1954,1,6.3,2.9,0,78.6,69.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1954,2,6.4,1.5,0,72.8,93,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1954,3,9.1,3.8,0,83.2,134.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1954,4,11.3,4.2,0,21.7,237,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1954,5,13.3,7.6,0,83.4,160.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1954,6,15.3,9.7,0,86.2,181.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1954,7,15.8,11.1,0,64.2,126.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1954,8,16.1,11.2,0,83.4,149.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1954,9,15.3,10.2,0,90.1,171.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1954,10,14.1,10.3,0,189.1,55,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1954,11,10.4,5.9,0,232.3,58.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1954,12,9.2,6.2,0,102.2,42.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1955,1,6.1,2.4,0,70.2,46.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1955,2,4.6,0.2,0,48.6,88.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1955,3,6.9,0.5,0,83.5,195.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1955,4,11.9,5.4,0,59.9,186.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1955,5,12.6,6.9,0,70.1,207.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1955,6,16.5,10.9,0,94.1,189.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1955,7,19.2,11.6,0,14.7,342.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1955,8,21.3,14,0,29.9,240.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1955,9,17.2,11.6,0,58.9,170.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1955,10,12.9,8,0,72,122.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1955,11,10.3,5.2,0,55.7,94.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1955,12,9.1,5.6,0,130.2,35.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1956,1,7.1,3.6,0,102,52.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1956,2,3.4,-1.8,0,18.9,113.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1956,3,10.6,3.9,0,33.4,189.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1956,4,10.6,3.8,0,24.2,179.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1956,5,14.5,7.7,0,25.7,262.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1956,6,15,9.3,0,56.6,216.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1956,7,17.6,12,0,82.8,193.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1956,8,15.7,10.7,0,103.2,181.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1956,9,16.9,11.9,0,107.8,93.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1956,10,12.7,8.2,0,42.8,113.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1956,11,9.1,6,0,66,48.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1956,12,8.5,5.4,0,114.6,33.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1957,1,8.6,3.9,2,80.6,55.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1957,2,8.5,3.2,2,85.1,105.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1957,3,12.2,7.4,0,83.1,98.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1957,4,11.3,6.2,0,7.4,181.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1957,5,13.6,7.4,0,54.1,268.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1957,6,18.2,10.6,0,48.5,327,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1957,7,17.7,12.7,0,123.2,142.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1957,8,17.7,12.5,0,52.3,153.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1957,9,15.3,11.1,0,187.7,108.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1957,10,13.8,9.3,0,101.2,77.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1957,11,9.2,5.1,1,59,63,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1957,12,8.4,3.3,3,76.5,66.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1958,1,7.7,3.2,7,100.2,50.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1958,2,8.4,3.7,2,100.7,57.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1958,3,7.6,1.7,8,21.1,128.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1958,4,10.6,4.6,4,17.8,169,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1958,5,13.4,7.8,0,95.3,190.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1958,6,16,10,0,86.9,203.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1958,7,17.1,11.7,0,113.7,161.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1958,8,17.2,12.7,0,108,122.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1958,9,17.6,12.1,0,184.5,141.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1958,10,13.1,9,0,94.5,80.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1958,11,10.4,5.8,0,73.6,52.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1958,12,8.3,3.8,1,82.8,47.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1959,1,6.4,2.1,5,118,72.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1959,2,8.8,2.9,6,10.8,94.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1959,3,10.1,5.2,0,94.1,113.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1959,4,11.5,6.4,0,84,155.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1959,5,15.5,8.9,0,46.2,255.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1959,6,17.3,10.9,0,34.9,284.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1959,7,19.1,12.7,0,55.5,243.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1959,8,19.1,13,0,17.2,214.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1959,9,19.6,11.5,0,8.9,217.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1959,10,16.2,10.8,0,157.4,114.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1959,11,10.5,6.6,0,229.9,46.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1959,12,9.1,4.9,0,148.9,35.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1960,1,7.9,3.4,4,131,58.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1960,2,7.1,2.3,5,112.5,75.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1960,3,10,4.2,0,58.3,110.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1960,4,10.9,5.6,0,92.1,187.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
