Year,Month,Min_Temp,Max_Temp,Affect_days,RainFall_mm,Sun_Hours,Estimated_data_ind,SunshineData_Source,Provisional_Ind,Location,Latitude,Longitude
1960,5,15.5,9.2,0,46.9,199.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1960,6,18,11.6,0,43.4,245.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1960,7,17,11.9,0,89.4,165,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1960,8,17,12,0,98.5,169.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1960,9,15.7,10.6,0,138.4,135.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1960,10,13,8.4,0,150.8,73.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1960,11,10.3,5.8,0,204.7,49.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1960,12,7.3,2.8,6,126.1,66.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1961,1,7.2,2.3,7,117.5,37.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1961,2,9.5,5.6,0,72.2,51.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1961,3,11,5.7,0,14.6,118.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1961,4,12.4,6.7,0,120.1,123.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1961,5,13.8,7.7,0,40,244.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1961,6,16.7,10.2,0,33.2,230.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1961,7,16.9,11.6,0,50.3,185.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1961,8,17.6,12.1,0,100.1,170.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1961,9,17.7,11.9,0,112.9,136.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1961,10,13.4,8.5,0,173.8,83.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1961,11,9.5,5.1,0,63.5,59.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1961,12,6.5,1.7,15,73.2,87.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1962,1,7.8,2.8,4,113.3,59.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1962,2,7.4,3.2,5,28.9,58.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1962,3,6.4,0.5,14,37.6,140.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1962,4,10.3,4.4,1,73.4,182.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1962,5,12.1,7.3,0,52.3,176,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1962,6,16,9.3,0,39,242.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1962,7,17,11.4,0,53.8,149,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1962,8,16.2,11.5,0,96.5,153.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1962,9,15,10.4,0,130.8,102.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1962,10,13.9,8.2,0,44,126.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1962,11,8.9,4.6,0,72.3,43.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1962,12,6.4,1.8,9,69.2,64.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1963,1,1.3,-3.5,26,17.3,98.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1963,2,3.3,-1.9,22,27.1,100.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1963,3,8.9,3.9,2,109.9,106.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1963,4,10.9,5.4,0,87.6,134.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1963,5,12.6,7.1,0,52.8,183.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1963,6,16.9,10.7,0,85.3,195.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1963,7,17.3,11.4,0,36.3,153.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1963,8,16.3,11.5,0,62.9,124.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1963,9,15.8,10.3,0,50.3,133.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1963,10,13.8,9,0,54.7,70.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1963,11,11.1,6.9,0,187.9,60.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1963,12,6.2,1.2,12,24.1,80.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1964,1,6.9,2.5,6,20.2,40.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1964,2,7.3,2.9,6,20.2,76.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1964,3,7.9,2.8,4,55.1,108.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1964,4,11,5.6,0,53.2,131.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1964,5,15.3,9.2,0,55.3,188.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1964,6,15.6,10.3,0,48.8,142.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1964,7,17.2,12.2,0,53.4,158.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1964,8,17.7,12,0,45.7,195.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1964,9,17.3,11.1,0,34.1,154.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1964,10,12.8,7.4,0,90.4,117.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1964,11,11,6.2,1,60.2,72.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1964,12,7.8,2.4,5,144.3,49.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1965,1,6.8,2.5,9,110.7,77,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1965,2,5.6,1.4,8,13,57.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1965,3,9.2,3.2,6,75,136.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1965,4,11,5.2,0,52.6,188.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1965,5,14.2,8.2,0,34.2,179.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1965,6,15.8,9.9,0,83.2,204.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1965,7,16.1,10.9,0,52.2,162.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1965,8,17.7,12,0,37.5,189.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1965,9,14.5,9.5,0,110.8,114.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1965,10,15.1,8.8,0,35.6,156.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1965,11,8.1,3.6,6,110.8,85.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1965,12,8.8,4.2,3,186.1,53.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1966,1,6,2.2,11,54.7,44.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1966,2,8.3,4.2,3,120.4,45.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1966,3,9.3,4.8,0,23.9,112.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1966,4,10.7,5.1,2,107.9,113.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1966,5,13.8,7.3,0,62.8,242,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1966,6,16.8,11.2,0,79.3,165.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1966,7,16.3,11.8,0,83.7,190.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1966,8,17,11.1,0,54.1,187.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1966,9,17,11.1,0,46.3,177,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1966,10,13.1,8,0,155.9,110.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1966,11,8.5,4.7,0,75.3,39.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1966,12,8.9,4.9,0,102.3,34,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1967,1,7.4,3.4,3,78.3,48.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1967,2,8.1,3.3,2,90.5,96.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1967,3,9.1,4.6,0,36.7,149.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1967,4,9.8,5.1,1,19.6,137.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1967,5,12,6.7,0,110.3,170.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1967,6,16.3,10.1,0,32.1,246,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1967,7,18.2,11.9,0,92.8,168.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1967,8,17.5,11.9,0,52.1,158.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1967,9,15.5,10.8,0,149.3,148.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1967,10,12.9,8.5,0,173.8,66.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1967,11,9.2,3.9,1,64.7,77.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1967,12,8.1,4.2,5,65.4,37.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1968,1,7.8,3.1,6,89.8,28.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1968,2,5.5,0.2,12,29.9,113.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1968,3,8.6,3.6,3,49.2,130.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1968,4,10.8,4.2,3,90.4,189.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1968,5,12,6.4,0,47.5,173.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1968,6,16.4,10.3,0,69.9,223.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1968,7,16.8,11.3,0,56.8,228.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1968,8,18,12.6,0,39.6,196.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1968,9,15.8,10.9,0,90.6,107.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1968,10,14.7,10.8,0,93.8,58.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1968,11,9.4,5.2,3,65.6,52.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1968,12,6.7,2.4,5,86.3,44.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1969,1,7.9,4.1,2,107.2,34.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1969,2,4.5,0.1,13,46.2,63.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1969,3,7.5,2,5,48.8,123.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1969,4,10.5,4.5,0,47.3,205.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1969,5,13.1,7.5,0,94.8,160.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1969,6,16.2,9.6,0,45.8,278.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1969,7,18.5,12.1,0,29.5,193.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1969,8,17.2,12.5,0,78.6,138.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1969,9,16.1,11.4,0,25.8,78.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1969,10,16.1,10.8,0,30.3,114.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1969,11,9,4.2,2,146.4,45.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1969,12,6.8,2.4,8,99.6,41.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1970,1,7.5,3.1,7,97.5,40.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1970,2,6.2,1.9,7,79.2,96.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1970,3,6.6,2,8,76.1,101.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1970,4,8.8,4.2,2,67,135.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1970,5,14.5,8.5,0,28.1,148.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1970,6,18.5,11.5,0,47.3,206.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1970,7,16.6,11.3,0,57.4,150.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1970,8,17.8,12.3,0,42.6,151.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1970,9,16.8,11.5,0,49.4,120.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1970,10,13.3,8.6,0,108.3,75.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1970,11,10.8,6.4,0,181.4,41.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1970,12,7.5,3.3,6,42.9,69.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1971,1,7.7,3.5,4,106.9,36.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1971,2,7.4,2.7,4,31.7,57.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1971,3,7.5,3.1,5,62.8,84,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1971,4,10.7,4.7,0,59.4,139,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1971,5,14.2,7.5,0,44.7,260.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1971,6,14.7,9.1,0,116.9,159.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1971,7,18.4,12.3,0,61.4,254.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1971,8,17.2,12.5,0,136.4,124.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1971,9,18.2,11.2,0,42.3,162.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1971,10,14.9,9.1,0,80,128.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1971,11,10.2,5.2,2,89.5,58.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1971,12,9,5.3,2,48.5,43,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1972,1,6.8,2.8,3,102,48.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1972,2,7,2.7,1,88.4,54.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1972,3,9.1,3.8,2,61.1,127.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1972,4,10.2,5.6,0,75.5,164.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1972,5,12,6.9,0,65.2,178.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1972,6,12.9,7.7,0,128.5,152.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1972,7,17,11.7,0,67.7,182,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1972,8,16.5,11.2,0,32.1,202.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1972,9,15.2,9,0,40.6,198,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1972,10,13.9,8.5,0,54.8,101.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1972,11,9.6,5.6,1,91.7,63.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1972,12,9.2,4.7,0,103.4,40.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1973,1,7.4,3.5,5,45.2,40.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1973,2,7.1,3.2,4,45.8,54,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1973,3,9.1,3.5,0,36,150.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1973,4,9.2,4.5,2,44.5,174.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1973,5,14.2,7.9,0,66.7,167.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1973,6,16.2,10,0,20.3,230,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1973,7,16.8,11.6,0,75.4,188,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1973,8,19.5,13.2,0,119.9,169.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1973,9,16.9,11.3,0,68.7,144.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1973,10,12.8,7.9,0,55.6,94.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1973,11,10.1,5.9,0,83.5,56.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1973,12,8.4,3.7,5,94.2,52.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1974,1,8.6,3.8,2,203.2,44.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1974,2,7.9,3.1,0,116.1,59.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1974,3,8.5,3,2,47.6,125,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1974,4,12.4,5.2,0,15.9,220.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1974,5,13,6.9,0,51.3,195.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1974,6,15.8,10.1,0,54,205.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1974,7,16.7,11.6,0,54.2,173.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1974,8,17.1,11.1,0,47.9,177.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1974,9,14,9.2,0,124.2,118.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1974,10,10.5,6.8,0,114,65.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1974,11,9.3,5.2,0,89.2,60,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1974,12,9.9,6.2,0,78.9,27.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1975,1,9.1,5,0,132.3,31.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1975,2,8.7,2.8,0,31.6,119.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1975,3,7.2,3,3,42,115.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1975,4,10.3,5,1,70.6,148.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1975,5,12.5,6.6,0,23.9,267.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1975,6,17,10.5,0,4.3,274.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1975,7,18.7,13,0,48,195.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1975,8,19.3,13.6,0,47.2,178.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1975,9,15.6,10,0,66.8,154.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1975,10,13.4,7.9,0,59.5,138.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1975,11,9.9,5.2,0,69.1,60.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1975,12,8.3,4.6,3,59.9,25.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1976,1,8,4.9,2,48.1,27.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1976,2,7.1,2.6,5,40.5,79.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1976,3,8.1,2.2,5,62,116.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1976,4,10.5,4.4,0,19.2,178.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1976,5,13.5,7.6,0,56.6,164.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1976,6,18.9,11.1,0,11.5,210.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1976,7,19.6,13.2,0,13.2,193.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1976,8,20.4,13.5,0,0.8,288.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1976,9,15.6,10.6,0,157.8,99.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1976,10,12.7,7.5,0,155.2,76.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1976,11,9.7,5.1,0,81.1,77.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1976,12,5.6,1.6,6,83,57.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1977,1,5.9,1.8,8,79.3,48,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1977,2,8.3,3.4,2,150.6,63.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1977,3,9.8,4.7,0,56.9,82.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1977,4,9.3,4.7,0,50.4,176.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1977,5,13.7,6.8,0,50.2,285.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1977,6,14.3,8.9,0,54.3,197.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1977,7,18.1,12.3,0,24.9,209.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1977,8,18,11.7,0,91.2,199.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1977,9,15.1,10.4,0,27.8,116,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1977,10,14.7,9.8,0,110.6,110.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1977,11,9,4.8,5,118.2,63.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1977,12,8.7,4.9,0,78.2,40.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1978,1,6.6,2.5,3,92.8,64,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1978,2,5.5,1.5,13,74,64.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1978,3,9,3.9,3,48,116.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1978,4,9.4,3.7,2,32.4,164,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1978,5,13.9,7.9,0,14.9,224.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1978,6,15.2,9.8,0,31.1,161,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1978,7,15.7,11.1,0,91,132.6,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1978,8,16.3,11.5,0,61,141,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1978,9,16.1,11.2,0,52,155.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1978,10,14.4,10.3,0,25.8,67.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1978,11,11.2,7.1,2,71.6,61.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1978,12,7.7,3.3,5,140,54.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1979,1,4.6,-0.4,17,91.1,69.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1979,2,4.5,0.3,12,54.2,71.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1979,3,6.9,2.2,3,83.3,80.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1979,4,9.7,4.3,1,68.2,160.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1979,5,11.6,5.4,0,98.3,191.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1979,6,15.5,9.6,0,24,167.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1979,7,17.6,11.9,0,13.2,211.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1979,8,16.8,11.2,0,93.3,160.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1979,9,15.7,10.3,0,44.6,144.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
