Year,Month,Min_Temp,Max_Temp,Affect_days,RainFall_mm,Sun_Hours,Estimated_data_ind,SunshineData_Source,Provisional_Ind,Location,Latitude,Longitude
1999,4,11.5,6.4,0,63.1,163.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1999,5,14.8,9.3,0,42.6,153.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1999,6,15.6,10,0,59.4,199.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1999,7,19.7,13,0,14.6,233.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1999,8,18.7,12.6,0,126.8,191.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1999,9,17.5,11.4,0,101.8,140.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1999,10,13.7,8.7,0,84.8,118.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1999,11,10.6,6.6,1,74.2,66.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
1999,12,8.5,4.2,3,136.4,42.1,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2000,1,7.8,3.6,3,54.4,51.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2000,2,8.6,4.3,1,107,96.3,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2000,3,9.3,4.7,0,28.8,138.5,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2000,4,10.3,4.2,0,87.6,159.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2000,5,14.4,8.3,0,58.4,230.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2000,6,16.9,10.7,0,53.8,194.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2000,7,17.5,11.8,0,75.2,218.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2000,8,18.5,12.3,0,59.4,186.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2000,9,17.1,11.4,0,95.4,112,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2000,10,12.9,8,0,195,84.2,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2000,11,9.5,5.3,0,151.8,44.4,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2000,12,8.4,4.1,5,143.8,42.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2001,1,6.8,2.2,5,56.4,86.8,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2001,2,7.6,2.7,5,91,95.7,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2001,3,8.3,2.9,6,77,105.9,N,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2001,4,9.9,4.8,0,76,152.5,Y,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2001,5,15.4,8.6,0,44.4,236.8,Y,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2001,6,16.6,10.2,0,28,194.1,Y,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2001,7,17.4,11.9,0,98.6,181,Y,Campbell Stokes recorder,N,224100E 252100N,52.139,-4.57
2001,8,17.9,12.6,0,97.6,166.7,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2001,9,15.6,11.5,0,54.2,127.8,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2001,10,15.1,10.5,0,147.4,110.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2001,11,11.1,6.7,0,87.8,38.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2001,12,7.8,2.5,6,41,81.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2002,1,9.2,4.1,4,113,53.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2002,2,9.6,4.6,1,111.2,70,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2002,3,10.6,5.1,0,48.8,124.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2002,4,11.6,5.6,0,56.8,175.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2002,5,13.9,8.1,0,120.6,205.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2002,6,15.5,10.1,0,50.2,0,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2002,7,16.9,11.7,0,46,145.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2002,8,17.4,12.6,0,56.6,152,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2002,9,17.3,10.9,0,43,188.7,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2002,10,13.3,8.4,0,141.4,90.6,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2002,11,11.3,7.6,0,180.2,40.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2002,12,8.2,4.9,0,84.8,46.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2003,1,7.4,3.2,9,57.6,84.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2003,2,7.4,2.3,7,27.6,107.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2003,3,11.3,4.8,0,46.4,192,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2003,4,13.7,6.5,0,36.8,194.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2003,5,13.7,8,0,51.6,173.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2003,6,17.8,11.1,0,46.8,211.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2003,7,19.1,13.1,0,71.8,144.7,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2003,8,19.7,13.8,0,25.4,204.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2003,9,17.3,10.7,0,62.8,149,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2003,10,12.4,7,0,78.8,121,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2003,11,11.1,6.5,0,111.4,73.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2003,12,8.4,3.8,3,91.2,56.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2004,1,8.2,3.8,1,99,49,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2004,2,7.6,3.8,2,48.4,99,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2004,3,9.5,3.9,4,30.4,154.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2004,4,10.8,6.2,0,50.4,118.7,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2004,5,13.9,8.1,0,36.2,0,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2004,6,17.6,11.5,0,25.8,210.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2004,7,17,11.7,0,46.9,165.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2004,8,19.1,13.6,0,160,144.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2004,9,16.9,12,0,81.8,132.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2004,10,12.9,8.2,0,168.8,104.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2004,11,10.5,7.5,0,56.2,43.6,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2004,12,9.1,4.8,1,89.6,49.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2005,1,8.8,5,0,53.4,53.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2005,2,6.8,2.7,2,44.8,74.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2005,3,10,5.4,2,25.6,88.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2005,4,11.7,5.7,0,83.2,158.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2005,5,13.6,7.6,0,30.2,225.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2005,6,17.2,11.6,0,29.6,185.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2005,7,18.4,12.8,0,77.8,175.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2005,8,18.2,12.3,0,40.2,225.7,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2005,9,17.4,11.7,0,58.2,147.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2005,10,14.6,10.6,0,194.4,81.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2005,11,10.3,4.8,1,128.2,81.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2005,12,8.3,4,5,57.2,48.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2006,1,7,2.8,6,30.2,92.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2006,2,6.5,2.2,6,50.8,74.6,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2006,3,7.9,2.9,5,79.6,106,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2006,4,10.5,5.8,0,39.2,185.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2006,5,13.9,8.1,0,118.6,159.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2006,6,18,11.3,0,19,254.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2006,7,21.2,13.7,0,32.8,236.6,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2006,8,17.1,12.9,0,68,123.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2006,9,18.7,13,0,53.6,160.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2006,10,15.1,10.6,0,81.8,108.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2006,11,11.3,6.1,0,132.2,94.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2006,12,9.3,5.3,3,153.8,44.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2007,1,9.5,5.5,0,94.8,57.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2007,2,8.8,4,2,91.9,87.6,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2007,3,9.5,4.4,0,69,151.6,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2007,4,13.8,7.4,0,9.8,235.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2007,5,14.3,8.5,0,81.8,216.8,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2007,6,16.9,11.6,0,92.1,158.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2007,7,16.7,11.8,0,155.2,181.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2007,8,17,12.3,0,59.4,175.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2007,9,16.1,11.6,0,57.4,147.8,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2007,10,14,9.2,0,28.8,117.7,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2007,11,10.8,6.8,1,48.6,52.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2007,12,8.7,3.6,7,103.6,74.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2008,1,9.4,4.7,1,140,54.7,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2008,2,9.5,3.3,3,44.4,133.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2008,3,8.7,4.4,0,75.8,118.8,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2008,4,10.7,4.9,2,79.4,184.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2008,5,16.5,9.6,0,63.9,194.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2008,6,15.8,10.1,0,60.5,234.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2008,7,17.9,12.5,0,84.4,177.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2008,8,17.6,13,0,102.8,94.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2008,9,15.9,10.2,0,72.6,139,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2008,10,12.4,8.4,0,153.6,101.6,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2008,11,9.7,6.3,1,80.3,66.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2008,12,7.4,3.1,6,67.6,73.6,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2009,1,6.8,1.4,9,113,90.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2009,2,6.7,2.7,7,23.6,56.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2009,3,9.6,4.2,1,34.6,151,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2009,4,12,6,0,60.2,178.6,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2009,5,14.3,8,0,70.8,204.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2009,6,17.7,10.9,0,59.8,221.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2009,7,18,12.6,0,154.8,156.8,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2009,8,18.3,12.5,0,59.4,159.7,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2009,9,15.9,11,0,22.8,145.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2009,10,14.3,9.6,0,82.4,78.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2009,11,11.1,6.6,0,203.8,44.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2009,12,6.9,2.4,5,124.8,67.7,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2010,1,5.1,0.9,11,55.4,86.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2010,2,5.9,1.4,6,38.1,100.8,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2010,3,8.5,3,4,64.8,147.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2010,4,11.6,5.3,0,30.4,215.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2010,5,13.2,7.6,0,58.6,239.8,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2010,6,17.6,10.6,0,23.2,259.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2010,7,18.1,13,0,122.2,115.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2010,8,16.9,12.2,0,34.2,153.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2010,9,16.6,11.5,0,62.3,143.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2010,10,13.7,8.2,0,93.8,139.7,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2010,11,8.8,4,5,108,78.6,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2010,12,4.5,-0.1,17,22.8,79.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2011,1,6.5,2.1,9,91.6,80.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2011,2,9.2,4.7,1,52.2,68.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2011,3,9.6,3.5,5,24.2,193.8,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2011,4,14.6,8,0,19.2,223.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2011,5,15,8.8,0,44.4,194.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2011,6,15.8,9.9,0,51.2,234.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2011,7,17.3,11.5,0,50,206.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2011,8,17.5,11.8,0,64,141.6,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2011,9,17,12,0,62.2,126.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2011,10,14.8,10.5,0,85.2,72.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2011,11,12.6,8.1,0,66,73.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2011,12,9.3,5.5,0,126.4,25,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2012,1,8.4,4.9,0,64.6,59.6,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2012,2,7.5,2.8,10,38.2,68,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2012,3,11.6,5.9,0,23.8,166.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2012,4,9.8,4.6,1,93,113.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2012,5,14.3,8.2,0,57.4,213.8,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2012,6,15.7,10.6,0,148,143.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2012,7,16.6,11.7,0,76.2,139.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2012,8,18.4,13.4,0,100.2,141.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2012,9,15.3,10.2,0,86.8,137.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2012,10,12.7,8.2,0,135.6,98.6,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2012,11,9.6,4.9,1,160.4,60.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2012,12,8.4,4.2,4,168.6,53.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2013,1,6.8,3.1,10,74.1,47.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2013,2,6.7,2,4,60.4,90.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2013,3,6.6,1,13,40,127.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2013,4,10.3,4.3,5,33.4,184.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2013,5,12.2,6.4,0,60.8,196.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2013,6,15.9,9.9,0,45,217.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2013,7,20.7,13.6,0,36,291.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2013,8,18.6,13.2,0,73.4,152.7,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2013,9,16.8,11.6,0,61.8,96.7,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2013,10,14.8,10.9,0,137.4,71.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2013,11,10,5.7,0,89.8,54.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2013,12,9.6,4.8,0,161.4,40,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2014,1,8.4,4,0,195.4,28.8,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2014,2,8.3,3.8,0,171.6,73.8,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2014,3,10.5,4.4,0,48.8,131,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2014,4,12.7,6.9,0,55.8,160.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2014,5,14.3,8.9,0,63.4,144.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2014,6,17.1,11.1,0,54.8,253.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2014,7,19.3,13.4,0,20.2,205.8,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2014,8,17.5,12.2,0,106.8,169.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2014,9,18.3,11.9,0,12.6,174.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2014,10,14.7,10.1,0,110.6,76.8,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2014,11,11.2,6.4,0,122.8,80.6,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2014,12,8.9,4.9,1,83.2,46.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2015,1,7.7,3.5,2,97.6,45.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2015,2,6.9,2.5,5,59,69.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2015,3,8.8,3.8,0,54,137.8,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2015,4,12.8,5.4,0,26.2,221.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2015,5,12.9,7.7,0,82.4,163.6,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2015,6,16.7,10.2,0,39,226.7,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2015,7,17.8,12.1,0,97,168.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2015,8,17.6,11.7,0,77.8,158.7,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2015,9,16,10.2,0,51.8,153.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2015,10,13.9,8.8,0,75,99.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2015,11,12.6,7.7,0,148,32.7,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2015,12,11.8,7.7,0,210.4,21.1,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2016,1,8.9,4.5,0,146,25.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2016,2,7.8,3.5,2,85.6,64.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2016,3,8.7,3.5,0,64.4,129.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2016,4,10.2,4.9,0,52.2,143.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2016,5,15.2,8.8,0,56.4,190.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2016,6,17,11.7,0,75.8,149.9,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2016,7,18.3,12.9,0,50.4,140.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2016,8,18.9,13.2,0,41.4,150.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2016,9,17.9,12.2,0,98.8,103.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2016,10,14.1,8.6,0,40.2,135.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2016,11,9.4,5.4,1,76.6,73.7,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2016,12,10,5.4,1,54.2,46.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2017,1,7.9,3.9,2,55.2,60.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2017,2,8.8,4.6,1,75.4,51.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2017,3,11.1,5.5,0,110.8,96.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2017,4,11.5,6.6,0,16.6,158.6,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2017,5,16.2,9.4,0,32.4,224.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2017,6,17.8,11.8,0,105.4,171.6,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2017,7,18.3,12.6,0,85.6,165.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2017,8,17.6,12,0,99,142.7,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2017,9,15.9,11,0,145,90.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2017,10,14.6,10.5,0,29.8,57.8,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2017,11,10.7,6.6,0,130.2,38.8,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2017,12,8.6,4.9,1,123,32.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2018,1,8.4,3.8,0,117.2,53.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2018,2,6.3,1.3,10,48.6,91.3,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2018,3,7.7,2.3,6,97,100.6,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2018,4,12.1,6.4,0,70.6,152.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2018,5,15.3,8.1,0,33.4,219.4,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2018,6,19.1,12.4,0,10.2,270.2,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2018,7,20.3,13.4,0,58.6,244.8,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2018,8,18.5,12.6,0,63.8,128.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2018,9,16,10.8,0,94,132.5,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2018,10,13.5,8.5,0,131.6,107.7,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2018,11,10.9,6.3,0,154,81.8,N, Kipp & Zonen sensor,N,224100E 252100N,52.139,-4.57
2018,12,9.9,6.3,0,125.2,11.3,N, Kipp & Zonen sensor,Y,224100E 252100N,52.139,-4.57
2019,1,7.3,3.8,3,53.8,31.9,N, Kipp & Zonen sensor,Y,224100E 252100N,52.139,-4.57
2019,2,11,5,1,52.8,110.5,N, Kipp & Zonen sensor,Y,224100E 252100N,52.139,-4.57
2019,3,10.1,5.1,0,83,121.4,N, Kipp & Zonen sensor,Y,224100E 252100N,52.139,-4.57
2019,4,13.3,6.4,0,74.4,145.8,N, Kipp & Zonen sensor,Y,224100E 252100N,52.139,-4.57
2019,5,14.2,7.9,0,15,224.1,N, Kipp & Zonen sensor,Y,224100E 252100N,52.139,-4.57
2019,6,16.3,10.6,0,138.2,165.6,N, Kipp & Zonen sensor,Y,224100E 252100N,52.139,-4.57
2019,7,19.2,13.2,0,21.6,208.9,N, Kipp & Zonen sensor,Y,224100E 252100N,52.139,-4.57
2019,8,19.4,13.4,0,69.4,192.4,N, Kipp & Zonen sensor,Y,224100E 252100N,52.139,-4.57
